CustomerID,Recency,Frequency,Monetary,AveragePurchaseValue,CustomerLifetimeValue
12422,96,3,803.5600000000001,20.604102564102565,803.5600000000001
12423,1,8,1859.31,14.87448,1859.31
12424,163,2,1760.96,58.69866666666667,1760.96
12425,78,1,777.2,21.58888888888889,777.2
12426,195,1,582.73,19.424333333333333,582.73
12427,22,3,825.8,26.638709677419353,825.8
12428,26,9,7956.46,27.062789115646257,7956.46
12429,9,4,3750.4,38.66391752577319,3750.4
12430,43,1,256.4,23.30909090909091,256.4
12431,36,15,6419.95,27.43568376068376,6419.95
12432,43,5,5059.32,46.845555555555556,5059.32
12433,1,7,13375.87,31.847309523809525,13375.87
12434,85,2,806.14,16.122799999999998,806.14
12435,80,2,7829.89,217.49694444444447,7829.89
12436,100,1,509.01,31.813125,509.01
12437,2,18,4951.41,24.88145728643216,4951.41
12438,14,2,2906.85,29.66173469387755,2906.85
12441,367,1,173.55,15.77727272727273,173.55
12442,3,1,172.06,14.338333333333333,172.06
12444,21,5,5005.46,28.440113636363638,5005.46
12445,22,1,133.4,33.35,133.4
12446,58,1,1002.3100000000001,17.584385964912283,1002.3100000000001
12447,243,1,476.49,18.326538461538462,476.49
12448,44,1,449.45,20.429545454545455,449.45
12449,22,4,4067.29,21.294712041884818,4067.29
12450,156,2,197.88,24.735,197.88
12451,11,5,9035.52,25.524067796610172,9035.52
12452,17,2,430.57,19.571363636363635,430.57
12453,134,1,707.09,16.443953488372095,707.09
12454,56,1,3528.34,235.22266666666667,3528.34
12455,73,6,2466.86,27.409555555555556,2466.86
12456,44,3,3181.04,25.44832,3181.04
12457,66,7,2363.23,38.11661290322581,2363.23
12458,71,2,947.4,24.931578947368422,947.4
12461,94,2,826.88,23.62514285714286,826.88
12462,19,2,1189.59,19.186935483870965,1189.59
12463,53,4,1344.78,16.202168674698793,1344.78
12464,10,8,1212.05,41.79482758620689,1212.05
12465,17,2,742.1899999999999,15.79127659574468,742.1899999999999
12468,188,2,729.5400000000001,19.19842105263158,729.5400000000001
12471,2,30,19788.65,43.11252723311547,19788.65
12472,32,7,6572.11,19.386755162241887,6572.11
12473,29,5,3928.0499999999997,23.52125748502994,3928.0499999999997
12474,17,18,7324.09,17.355663507109004,7324.09
12475,54,1,723.38,20.093888888888888,723.38
12476,16,11,6816.42,29.255021459227468,6816.42
12477,23,6,13219.74,44.065799999999996,13219.74
12478,4,1,680.99,18.91638888888889,680.99
12479,11,1,527.2,17.006451612903227,527.2
12480,28,4,3281.63,21.309285714285714,3281.63
12481,23,10,5579.82,25.8325,5579.82
12483,17,8,2484.98,33.133066666666664,2484.98
12484,33,6,4527.32,13.199183673469387,4527.32
12488,10,3,1298.66,23.612000000000002,1298.66
12489,336,1,334.93,22.328666666666667,334.93
12490,5,10,5417.93,22.114,5417.93
12491,39,1,460.40000000000003,17.70769230769231,460.40000000000003
12492,63,2,263.21000000000004,13.160500000000003,263.21000000000004
12493,166,2,433.74,19.715454545454545,433.74
12494,16,7,1246.1000000000001,16.183116883116885,1246.1000000000001
12497,82,1,1043.1,74.50714285714285,1043.1
12498,21,3,403.70000000000005,17.55217391304348,403.70000000000005
12500,23,11,4257.82,69.80032786885245,4257.82
12501,337,1,2169.39,14.559664429530201,2169.39
12502,96,5,3723.87,25.332448979591835,3723.87
12504,18,2,482.04999999999995,53.5611111111111,482.04999999999995
12506,233,1,73.5,3.1956521739130435,73.5
12507,134,3,1304.81,62.13380952380952,1304.81
12508,26,2,397.88,5.851176470588236,397.88
12509,284,1,176.5,25.214285714285715,176.5
12510,143,2,982.5699999999999,29.774848484848484,982.5699999999999
12512,66,2,132.18,4.263870967741935,132.18
12513,113,1,612.29,17.494,612.29
12514,267,1,1017.68,19.954509803921567,1017.68
12515,353,1,383.7,23.98125,383.7
12516,78,2,1312.06,50.46384615384615,1312.06
12517,28,5,2481.6,8.894623655913978,2481.6
12518,1,5,2056.89,16.58782258064516,2056.89
12519,64,1,330.84,19.461176470588235,330.84
12520,79,5,2634.26,17.330657894736845,2634.26
12521,143,1,599.68,15.781052631578946,599.68
12522,39,2,192.72,16.06,192.72
12523,19,11,1789.77,16.884622641509434,1789.77
12524,9,8,4485.72,31.150833333333335,4485.72
12526,1,3,1316.66,18.54450704225352,1316.66
12527,82,3,348.71000000000004,19.37277777777778,348.71000000000004
12528,9,6,1933.48,21.01608695652174,1933.48
12530,60,4,1662.28,25.186060606060607,1662.28
12531,15,1,125.22,7.365882352941177,125.22
12532,30,1,349.83000000000004,21.864375000000003,349.83000000000004
12534,131,1,1089.18,17.28857142857143,1089.18
12535,92,2,716.35,21.069117647058825,716.35
12536,43,3,12601.830000000002,48.282873563218395,12601.830000000002
12538,29,1,363.95,17.33095238095238,363.95
12539,22,4,5568.35,20.396886446886448,5568.35
12540,20,17,13400.24,28.03397489539749,13400.24
12541,30,3,981.18,18.868846153846153,981.18
12544,36,1,372.7,19.61578947368421,372.7
12545,75,2,1000.39,20.0078,1000.39
12546,47,2,1161.5,16.833333333333332,1161.5
12547,198,2,207.79999999999998,25.974999999999998,207.79999999999998
12548,166,1,95.19999999999999,19.04,95.19999999999999
12550,79,1,964.83,16.92684210526316,964.83
12551,358,1,168.0,16.8,168.0
12552,39,2,437.82,21.891,437.82
12553,8,10,3692.28,19.33130890052356,3692.28
12556,50,2,599.56,5.038319327731092,599.56
12557,16,5,11990.960000000001,363.36242424242425,11990.960000000001
12558,8,1,269.96,24.54181818181818,269.96
12559,311,2,561.71,26.74809523809524,561.71
12560,5,3,2134.01,20.323904761904764,2134.01
12561,303,1,238.85,14.928125,238.85
12562,8,7,3781.7400000000002,22.510357142857146,3781.7400000000002
12564,261,1,456.9,21.757142857142856,456.9
12565,289,1,145.92,16.21333333333333,145.92
12566,86,1,351.65,18.507894736842104,351.65
12567,23,10,9401.28,21.079103139013455,9401.28
12569,2,32,4124.69,21.939840425531912,4124.69
12571,40,2,519.61,15.28264705882353,519.61
12572,9,2,1020.42,17.006999999999998,1020.42
12573,227,1,160.54000000000002,5.733571428571429,160.54000000000002
12574,316,1,218.45,19.85909090909091,218.45
12576,36,5,1315.83,14.952613636363635,1315.83
12577,35,3,626.6,4.291780821917809,626.6
12578,21,2,2794.51,24.51324561403509,2794.51
12579,78,1,440.42,15.18689655172414,440.42
12580,247,1,415.7,17.320833333333333,415.7
12581,40,1,197.71,13.180666666666667,197.71
12582,239,2,511.36,23.243636363636366,511.36
12583,3,15,7281.38,29.47927125506073,7281.38
12584,4,9,2338.15,24.355729166666666,2338.15
12585,234,2,2040.1,23.44942528735632,2040.1
12586,17,1,196.94000000000003,17.903636363636366,196.94000000000003
12587,8,1,144.0,36.0,144.0
12588,39,1,214.89999999999998,21.49,214.89999999999998
12589,29,2,646.68,18.47657142857143,646.68
12590,211,2,9864.26,145.06264705882353,9864.26
12591,317,1,452.84999999999997,17.41730769230769,452.84999999999997
12592,92,2,437.6,24.311111111111114,437.6
12593,109,3,418.09999999999997,19.909523809523808,418.09999999999997
12594,38,10,3338.2200000000003,28.290000000000003,3338.2200000000003
12596,51,2,618.27,22.898888888888887,618.27
12597,19,4,3811.22,18.50106796116505,3811.22
12598,10,8,3023.08,22.902121212121212,3023.08
12599,29,7,1032.58,16.654516129032256,1032.58
12600,29,10,2599.04,40.61,2599.04
12601,190,5,577.0600000000001,20.609285714285715,577.0600000000001
12602,59,1,153.12,12.76,153.12
12603,22,1,739.1999999999999,369.59999999999997,739.1999999999999
12604,79,2,254.18,15.88625,254.18
12607,60,1,1579.51,15.63871287128713,1579.51
12609,78,3,1126.85,18.78083333333333,1126.85
12610,23,5,2099.54,19.80698113207547,2099.54
12611,52,1,1193.32,18.35876923076923,1193.32
12612,74,1,704.0400000000001,37.054736842105264,704.0400000000001
12613,57,5,3344.38,21.858692810457516,3344.38
12614,278,1,315.6,15.780000000000001,315.6
12615,2,4,2291.19,21.820857142857143,2291.19
12616,95,2,713.3,22.290625,713.3
12617,29,1,352.98,8.609268292682927,352.98
12618,22,1,177.31,16.11909090909091,177.31
12619,16,9,3641.24,40.45822222222222,3641.24
12620,15,3,1339.41,14.558804347826088,1339.41
12621,2,20,13689.67,29.31406852248394,13689.67
12622,232,1,180.1,16.37272727272727,180.1
12623,276,1,305.1,16.950000000000003,305.1
12624,106,2,641.13,16.87184210526316,641.13
12625,212,2,2683.82,31.207209302325584,2683.82
12626,23,9,6620.48,22.51863945578231,6620.48
12627,11,7,4478.53,19.47186956521739,4478.53
12628,4,3,786.46,19.181951219512197,786.46
12630,10,2,1270.88,19.8575,1270.88
12631,57,1,640.5,20.661290322580644,640.5
12633,59,4,2163.98,21.425544554455445,2163.98
12635,90,2,1689.18,16.724554455445546,1689.18
12637,67,8,6002.9,15.714397905759162,6002.9
12638,33,1,671.69,17.222820512820515,671.69
12639,239,1,486.1,22.095454545454547,486.1
12640,24,3,1174.58,22.16188679245283,1174.58
12641,115,1,185.9,18.59,185.9
12642,25,3,1013.26,21.558723404255318,1013.26
12643,128,6,3344.64,139.35999999999999,3344.64
12644,130,1,477.91,15.416451612903227,477.91
12645,34,4,1775.18,24.31753424657534,1775.18
12646,5,2,1346.97,29.932666666666666,1346.97
12647,22,12,3722.82,30.76710743801653,3722.82
12648,155,1,318.05,15.145238095238096,318.05
12649,107,3,623.51,20.113225806451613,623.51
12650,3,1,314.44,15.722,314.44
12651,335,1,114.0,12.666666666666666,114.0
12652,331,1,919.98,19.16625,919.98
12653,149,2,2209.85,51.391860465116274,2209.85
12654,11,5,601.98,15.841578947368422,601.98
12656,17,5,4051.17,32.152142857142856,4051.17
12657,11,4,1643.18,34.961276595744685,1643.18
12658,19,1,686.05,19.056944444444444,686.05
12659,30,1,91.68,18.336000000000002,91.68
12660,11,1,245.1,18.853846153846153,245.1
12662,1,11,3849.78,16.73817391304348,3849.78
12664,8,9,4881.88,131.94270270270272,4881.88
12665,325,1,63.0,21.0,63.0
12667,58,1,620.13,18.791818181818183,620.13
12668,12,4,3807.15,23.64689440993789,3807.15
12669,151,3,2744.0299999999997,27.168613861386135,2744.0299999999997
12670,10,5,2996.05,32.56576086956522,2996.05
12672,330,1,225.89999999999998,22.589999999999996,225.89999999999998
12673,5,2,610.52,14.536190476190475,610.52
12674,39,4,1970.6,23.742168674698792,1970.6
12676,25,6,1331.39,29.586444444444446,1331.39
12678,42,12,17628.46,106.83915151515151,17628.46
12679,59,4,1113.02,23.187916666666666,1113.02
12680,1,4,862.81,16.592499999999998,862.81
12681,15,22,13787.54,21.610564263322885,13787.54
12682,4,31,12279.82,23.434770992366413,12279.82
12683,4,15,8476.57,24.641191860465117,8476.57
12684,8,7,2283.63,21.748857142857144,2283.63
12685,28,6,2863.08,18.236178343949042,2863.08
12686,372,1,89.14,12.734285714285715,89.14
12688,114,1,4873.8099999999995,28.501812865497072,4873.8099999999995
12689,26,2,1247.61,17.327916666666667,1247.61
12690,206,1,389.01,24.313125,389.01
12691,28,6,1035.8,32.36875,1035.8
12693,127,4,855.91,21.946410256410257,855.91
12694,70,2,869.67,23.504594594594593,869.67
12695,7,4,582.1,21.55925925925926,582.1
12697,29,3,957.59,23.355853658536585,957.59
12700,8,4,4939.99,18.432798507462685,4939.99
12701,80,2,797.71,15.051132075471699,797.71
12702,20,1,219.0,18.25,219.0
12703,71,1,283.55,13.502380952380953,283.55
12704,7,8,2340.84,26.600454545454546,2340.84
12705,15,9,6868.29,20.56374251497006,6868.29
12707,292,1,603.42,18.285454545454545,603.42
12708,30,10,2712.91,17.27968152866242,2712.91
12709,15,15,9706.52,46.891400966183575,9706.52
12710,97,3,1149.02,14.922337662337663,1149.02
12712,29,13,4396.13,33.053609022556394,4396.13
12713,1,1,848.55,22.330263157894734,848.55
12714,9,5,4708.86,18.18092664092664,4708.86
12715,106,1,343.36,17.168,343.36
12716,4,2,1053.49,15.267971014492753,1053.49
12717,151,2,1030.98,18.74509090909091,1030.98
12718,71,1,238.25,12.539473684210526,238.25
12719,5,2,644.95,16.53717948717949,644.95
12720,3,25,5781.73,16.332570621468925,5781.73
12721,32,6,2656.13,16.497701863354038,2656.13
12722,85,4,997.63,18.82320754716981,997.63
12723,4,5,725.07,10.508260869565218,725.07
12724,5,4,1031.41,19.460566037735852,1031.41
12725,371,1,427.8,17.825,427.8
12726,28,7,2609.1,21.041129032258063,2609.1
12727,11,7,3980.7,28.638129496402875,3980.7
12728,71,4,836.33,18.18108695652174,836.33
12729,114,1,453.01,17.423461538461538,453.01
12731,24,12,18895.91,68.96317518248175,18895.91
12732,180,1,236.26000000000002,19.688333333333336,236.26000000000002
12733,234,1,383.95,17.452272727272728,383.95
12734,353,1,110.39999999999999,27.599999999999998,110.39999999999999
12735,315,2,779.5699999999999,18.12953488372093,779.5699999999999
12736,333,1,234.0,58.5,234.0
12738,372,1,155.35,14.122727272727273,155.35
12739,78,2,1013.04,26.658947368421053,1013.04
12740,64,1,427.6,15.837037037037037,427.6
12743,134,2,540.13,4.123129770992366,540.13
12744,52,7,21279.29,95.85265765765766,21279.29
12747,2,11,4196.01,40.737961165048546,4196.01
12748,1,209,33053.19,7.491656844968269,33053.19
12749,4,5,4090.88,20.55718592964824,4090.88
12750,129,1,275.88,18.392,275.88
12752,81,1,4366.78,82.3920754716981,4366.78
12753,23,6,21429.39,108.77862944162436,21429.39
12754,236,3,3010.74,47.78952380952381,3010.74
12755,281,2,3811.95,952.9875,3811.95
12756,87,1,112.07999999999998,28.019999999999996,112.07999999999998
12757,16,13,7834.650000000001,21.52376373626374,7834.650000000001
12758,117,2,2791.59,28.779278350515465,2791.59
12759,52,3,1531.44,16.12042105263158,1531.44
12762,8,2,1898.52,27.51478260869565,1898.52
12763,138,2,494.08,27.448888888888888,494.08
12764,317,1,1693.88,37.64177777777778,1693.88
12766,4,7,6989.63,22.547193548387096,6989.63
12769,239,1,1143.6,35.7375,1143.6
12770,211,1,1351.45,112.62083333333334,1351.45
12772,60,1,892.47,16.226727272727274,892.47
12775,17,5,1386.04,21.00060606060606,1386.04
12778,20,6,822.23,16.4446,822.23
12779,38,8,3981.36,26.72053691275168,3981.36
12781,64,2,826.74,33.0696,826.74
12782,5,5,2330.92,22.630291262135923,2330.92
12783,2,6,2225.91,26.49892857142857,2225.91
12784,9,2,532.8199999999999,9.347719298245613,532.8199999999999
12785,364,1,311.95,22.282142857142855,311.95
12787,10,3,463.66,23.183,463.66
12789,65,1,91.85,22.9625,91.85
12790,192,1,324.92,15.472380952380954,324.92
12791,374,1,192.60000000000002,96.30000000000001,192.60000000000002
12792,257,1,400.53999999999996,16.0216,400.53999999999996
12793,335,2,545.48,22.728333333333335,545.48
12794,53,2,860.41,19.12022222222222,860.41
12795,19,1,430.48,30.74857142857143,430.48
12797,366,1,254.03,19.540769230769232,254.03
12798,10,3,6977.04,872.13,6977.04
12802,187,1,427.58,17.1032,427.58
12808,37,3,483.65000000000003,17.273214285714285,483.65000000000003
12809,178,1,489.31,19.572400000000002,489.31
12811,261,3,514.85,16.608064516129033,514.85
12812,45,1,229.64000000000001,15.309333333333335,229.64000000000001
12814,102,1,125.92,62.96,125.92
12815,148,2,1063.46,22.6268085106383,1063.46
12816,96,2,572.2,19.731034482758623,572.2
12817,281,1,166.04,41.51,166.04
12818,262,1,1542.08,110.14857142857143,1542.08
12820,3,4,942.34,15.97186440677966,942.34
12821,214,1,92.72,15.453333333333333,92.72
12822,71,2,948.88,20.62782608695652,948.88
12823,75,5,1759.5,351.9,1759.5
12824,60,1,397.12,15.8848,397.12
12826,3,7,1474.72,16.205714285714286,1474.72
12827,6,3,430.15000000000003,17.206000000000003,430.15000000000003
12828,3,6,1018.71,18.19125,1018.71
12829,337,2,293.0,26.636363636363637,293.0
12830,38,6,6814.64,179.33263157894737,6814.64
12831,262,1,215.05,23.894444444444446,215.05
12832,32,2,383.03,14.186296296296295,383.03
12833,145,1,417.38,17.390833333333333,417.38
12834,283,1,312.38,17.354444444444443,312.38
12836,59,4,2610.36,15.002068965517243,2610.36
12837,173,1,134.1,11.174999999999999,134.1
12838,34,2,671.95,5.599583333333333,671.95
12839,3,14,5591.42,17.80707006369427,5591.42
12840,144,4,2726.77,24.13070796460177,2726.77
12841,5,25,3991.58,9.641497584541062,3991.58
12842,70,2,1118.99,32.9114705882353,1118.99
12843,66,8,1702.26,16.526796116504855,1702.26
12844,29,2,325.96000000000004,6.268461538461539,325.96000000000004
12845,267,4,354.09,13.114444444444443,354.09
12847,22,1,843.64,10.043333333333333,843.64
12849,31,2,1010.29,21.047708333333333,1010.29
12851,97,1,131.81,2.8044680851063832,131.81
12852,295,1,311.55,18.326470588235296,311.55
12853,135,6,1957.1000000000001,25.09102564102564,1957.1000000000001
12854,79,3,1316.25,12.075688073394495,1316.25
12855,373,1,38.1,12.700000000000001,38.1
12856,8,6,2170.78,6.98,2170.78
12857,211,2,1106.4,24.05217391304348,1106.4
12863,52,1,521.2,104.24000000000001,521.2
12864,138,1,147.12,49.04,147.12
12865,26,2,1568.23,16.507684210526318,1568.23
12866,283,1,559.12,21.504615384615384,559.12
12867,26,7,4009.34,7.50812734082397,4009.34
12868,186,6,1607.0600000000002,15.0192523364486,1607.0600000000002
12871,84,2,380.64,34.60363636363636,380.64
12872,327,2,599.97,9.090454545454547,599.97
12873,282,1,374.0,93.5,374.0
12875,143,2,343.2300000000001,171.61500000000004,343.2300000000001
12876,58,2,2218.02,26.09435294117647,2218.02
12877,4,12,1535.77,9.972532467532467,1535.77
12878,236,2,854.99,18.191276595744682,854.99
12879,45,3,573.22,57.322,573.22
12881,276,1,298.0,42.57142857142857,298.0
12882,9,2,1463.04,112.54153846153847,1463.04
12883,25,4,703.47,16.749285714285715,703.47
12884,88,1,309.05,44.15,309.05
12885,63,3,1175.22,16.552394366197184,1175.22
12886,68,2,1378.4,16.809756097560978,1378.4
12888,214,2,354.12,70.824,354.12
12890,24,1,376.71999999999997,4.768607594936708,376.71999999999997
12891,186,3,331.0,110.33333333333333,331.0
12893,31,1,176.55,5.695161290322581,176.55
12895,42,2,372.8,16.945454545454545,372.8
12897,205,2,216.5,54.125,216.5
12901,9,28,17654.54,152.19431034482758,17654.54
12902,265,1,138.68,13.868,138.68
12904,18,2,496.06,6.986760563380281,496.06
12906,12,5,2919.81,46.34619047619047,2919.81
12908,176,2,750.0,375.0,750.0
12909,40,5,2178.67,23.941428571428574,2178.67
12910,23,8,3075.04,41.00053333333333,3075.04
12912,3,5,1662.3,69.2625,1662.3
12913,5,5,2483.63,49.6726,2483.63
12915,149,2,363.65,16.529545454545453,363.65
12916,139,4,2944.95,28.59174757281553,2944.95
12917,128,1,594.0,297.0,594.0
12919,8,6,1335.19,26.7038,1335.19
12920,17,1,162.78,6.028888888888889,162.78
12921,9,37,16587.09,23.037625,16587.09
12922,161,1,405.38,14.477857142857143,405.38
12923,64,1,172.82,6.172142857142857,172.82
12924,88,4,933.7,31.123333333333335,933.7
12925,5,2,694.05,15.423333333333332,694.05
12928,35,5,2062.7000000000003,24.555952380952384,2062.7000000000003
12929,312,1,117.85,14.73125,117.85
12930,78,2,415.8,16.632,415.8
12931,22,15,42055.96,512.8775609756098,42055.96
12933,24,3,607.53,5.7314150943396225,607.53
12935,2,7,2160.7,16.749612403100773,2160.7
12936,17,4,1063.9,17.15967741935484,1063.9
12937,15,4,1504.27,12.535583333333333,1504.27
12938,26,1,114.14,12.682222222222222,114.14
12939,64,8,11581.8,246.42127659574467,11581.8
12940,55,2,899.69,9.371770833333334,899.69
12942,131,3,675.6,9.651428571428571,675.6
12944,36,2,604.51,20.150333333333332,604.51
12945,288,1,462.95,20.128260869565217,462.95
12947,144,6,1603.99,16.535979381443298,1603.99
12948,16,7,2064.95,17.801293103448273,2064.95
12949,31,8,4167.22,19.382418604651164,4167.22
12950,2,3,1843.0,80.1304347826087,1843.0
12951,9,6,1064.07,16.89,1064.07
12952,6,4,1387.79,17.566962025316457,1387.79
12953,10,1,329.85,19.40294117647059,329.85
12955,1,11,4757.16,26.428666666666665,4757.16
12956,306,1,108.07,5.687894736842105,108.07
12957,10,8,4017.54,16.880420168067225,4017.54
12962,7,2,266.39,16.649375,266.39
12963,8,8,1856.63,19.54347368421053,1856.63
12965,89,1,769.8100000000001,7.1278703703703705,769.8100000000001
12966,10,1,160.18,16.018,160.18
12967,358,2,1660.9,87.41578947368421,1660.9
12968,112,1,135.95,27.189999999999998,135.95
12970,7,4,405.47,3.1431782945736435,405.47
12971,4,86,11189.91,36.68822950819672,11189.91
12974,198,1,144.8,18.1,144.8
12976,212,1,738.6,33.57272727272727,738.6
12977,156,1,39.239999999999995,4.359999999999999,39.239999999999995
12980,158,9,7374.900000000001,368.745,7374.900000000001
12981,30,2,372.21999999999997,18.610999999999997,372.21999999999997
12982,243,1,390.54,13.947857142857144,390.54
12984,19,1,97.5,24.375,97.5
12985,1,2,1239.38,16.30763157894737,1239.38
12987,74,2,558.7,19.95357142857143,558.7
12988,292,1,505.82,6.094216867469879,505.82
12989,3,15,6924.110000000001,108.18921875000001,6924.110000000001
12990,31,3,409.5,31.5,409.5
12991,23,2,503.76,16.25032258064516,503.76
12993,23,4,414.76,15.361481481481482,414.76
12994,4,3,974.4200000000001,15.97409836065574,974.4200000000001
12995,85,1,211.32,70.44,211.32
12997,22,4,1226.89,20.794745762711866,1226.89
12999,196,3,455.88,16.28142857142857,455.88
13000,107,3,534.85,17.253225806451614,534.85
13001,4,13,9785.970000000001,29.038486646884277,9785.970000000001
13002,318,1,120.94999999999999,17.27857142857143,120.94999999999999
13003,106,3,149.05,24.84166666666667,149.05
13004,12,18,5655.91,13.999777227722772,5655.91
13005,174,2,513.7,19.75769230769231,513.7
13006,56,1,81.57,20.3925,81.57
13008,323,1,229.46999999999997,16.390714285714285,229.46999999999997
13011,372,1,50.550000000000004,16.85,50.550000000000004
13012,9,8,1646.8400000000001,18.71409090909091,1646.8400000000001
13013,1,13,4810.9400000000005,21.967762557077627,4810.9400000000005
13014,11,10,3466.2799999999997,31.800733944954125,3466.2799999999997
13015,53,5,3339.64,19.08365714285714,3339.64
13016,73,3,789.89,16.806170212765956,789.89
13017,7,1,204.0,204.0,204.0
13018,16,28,7277.7,15.890174672489083,7277.7
13021,4,9,2616.38,19.97236641221374,2616.38
13023,64,2,689.9,17.2475,689.9
13026,1,5,975.36,24.384,975.36
13027,114,6,6912.0,265.84615384615387,6912.0
13028,23,2,661.3199999999999,14.695999999999998,661.3199999999999
13029,31,3,1247.5,124.75,1247.5
13030,11,2,752.4399999999999,8.178695652173912,752.4399999999999
13032,52,2,1010.18,14.227887323943662,1010.18
13033,357,1,190.55,17.322727272727274,190.55
13034,55,2,642.77,17.372162162162162,642.77
13035,74,2,921.88,34.1437037037037,921.88
13037,138,3,881.07,18.355625,881.07
13038,80,3,908.46,32.445,908.46
13040,9,2,676.99,15.743953488372092,676.99
13043,273,1,516.42,39.72461538461538,516.42
13044,291,1,560.47,16.983939393939394,560.47
13045,99,1,305.28000000000003,16.96,305.28000000000003
13046,31,2,629.31,17.980285714285714,629.31
13047,32,10,3237.54,18.822906976744186,3237.54
13048,14,4,1819.41,13.477111111111112,1819.41
13049,64,2,656.6800000000001,46.90571428571429,656.6800000000001
13050,15,17,5836.86,14.483523573200992,5836.86
13052,212,1,348.15000000000003,19.34166666666667,348.15000000000003
13055,78,3,1214.41,15.979078947368421,1214.41
13058,25,3,271.40000000000003,33.925000000000004,271.40000000000003
13059,250,1,183.4,22.925,183.4
13060,254,1,307.53,20.502,307.53
13061,72,1,248.61,24.861,248.61
13062,191,1,346.98,31.543636363636367,346.98
13064,13,4,1105.59,16.258676470588235,1105.59
13065,373,1,205.86,14.704285714285716,205.86
13066,24,2,470.8,9.808333333333334,470.8
13067,82,1,115.46000000000001,7.697333333333334,115.46000000000001
13068,10,2,344.0,172.0,344.0
13069,1,24,4431.44,10.451509433962263,4431.44
13070,192,1,228.8,25.422222222222224,228.8
13072,267,1,177.15,25.307142857142857,177.15
13075,130,1,919.61,41.80045454545455,919.61
13077,1,4,728.02,6.558738738738739,728.02
13078,3,26,12627.94,35.27357541899441,12627.94
13079,4,5,220.10000000000002,36.68333333333334,220.10000000000002
13080,179,1,58.08,9.68,58.08
13081,12,11,28337.38,27.67322265625,28337.38
13082,126,9,3613.63,49.50178082191781,3613.63
13083,4,2,303.75,16.875,303.75
13085,158,2,416.08000000000004,18.912727272727274,416.08000000000004
13089,3,97,58762.08,32.393649393605294,58762.08
13090,9,14,8910.82,57.48916129032258,8910.82
13091,28,1,345.82,16.467619047619046,345.82
13092,71,5,477.83,19.1132,477.83
13093,276,8,7832.47,49.260817610062894,7832.47
13094,21,12,1927.3200000000002,80.305,1927.3200000000002
13095,71,1,74.39999999999999,12.399999999999999,74.39999999999999
13097,33,10,6003.22,14.259429928741094,6003.22
